dalsi_spis_id;spis_id
572064;10017625
532666;409917
572077;501548
573571;466857
572045;10017625
575622;441413
578417;441413
578618;441413
577432;309165
578766;476537
578498;441413
582268;441413
582295;441413
584402;441413
584408;441413
584315;507959
584336;355037
586699;260938
589868;556336
589813;441413
594077;10017625
594959;165707
595010;135183
596893;441413
596895;441413
596901;441413
597043;441413
586722;501548
599460;290703
599511;274825
600827;441413
600829;441413
600840;441413
602158;10017625
603599;10017625
598118;107652
598265;8471302
601806;283134
610225;10017625
610196;466972
611504;533816
611631;321669
616398;616398
615021;267851
613034;397372
616707;153959
623286;10017625
613043;549861
619850;344637
629147;1769
626550;283134
627354;549861
629104;385559
629195;283134
626567;712823
641034;578551
647853;441413
647857;441413
647862;441413
647864;441413
647872;441413
647874;441413
647890;441413
653104;10017625
647888;350611
653299;10754434
653317;10754434
653322;249334
653330;139812
655294;655408
658060;589874
659864;659856
657620;66490
672862;672862
632516;632499
665591;441413
666139;598106
665584;400640
671850;441413
671854;10754434
672236;441413
672238;441413
672244;441413
672247;441413
672252;441413
672256;441413
672278;441413
670652;305061
673103;1769
676087;10754434
676199;10754434
671846;441413
683066;441413
683153;441413
683460;441413
683475;441413
688375;441413
688396;441413
688545;441413
693494;566577
693590;566537
680933;66490
680952;323379
685427;666027
685464;666027
691554;571680
691887;385559
682352;441413
682356;441413
697503;305061
697620;520535
699273;549846
697544;341075
699294;10754434
701246;441413
701309;441413
701529;780757
703595;441413
627288;441413
627276;441413
627290;441413
648152;441413
646376;441413
704983;441413
707287;441413
706816;10754434
707424;610328
710050;52208
710122;479418
710447;431304
712817;623
715104;611644
715110;441413
716647;441413
723224;441413
723228;441413
723234;441413
723236;441413
723242;441413
723499;552174
723540;552174
727385;441413
723670;680939
723696;710465
723238;441413
731927;165707
732864;431304
731338;441413
731378;783314
731394;441413
731469;441413
731539;441413
731890;441413
731892;441413
731894;441413
731896;441413
731900;441413
731903;441413
731905;441413
731907;441413
731910;441413
731914;441413
731920;441413
731922;441413
732951;10754434
734934;441413
734937;441413
734939;441413
734942;441413
734944;441413
734946;441413
734949;441413
734951;441413
739700;414138
739818;699808
742536;783314
743575;441413
745974;441413
746077;441413
745190;10754434
745279;780824
746299;441413
749569;441413
749571;441413
749573;441413
749576;441413
755136;10754434
748433;114763
752306;52208
752508;684013
754846;443937
754901;615049
754932;616702
754993;166534
755184;688808
755210;723716
759248;441413
759289;441413
759291;441413
759660;598295
765017;441413
765021;441413
765741;441413
765783;441413
767084;462027
771315;462027
772902;772902
774185;466857
777701;441413
777751;441413
777790;441413
778488;441413
778490;441413
778492;441413
778494;441413
778496;441413
778498;441413
778500;441413
778502;441413
779614;441413
779568;889430
779593;720000
783330;441413
784947;666058
782383;782392
782432;658255
783085;117056
783240;3571
783372;26615
786771;441413
786773;10754434
786778;441413
786780;441413
788860;632499
788882;632499
789677;441413
789712;441413
790934;666058
786776;441413
728884;8471302
792430;703747
794664;327414
799282;441413
799424;641087
792432;441413
809311;10754434
808349;451263
811478;441413
811480;441413
811482;441413
811484;441413
816198;111021
816241;441413
810563;400949
810590;400949
43551;4489842
212196;4489842
560;441413
30807;441413
5335;4489842
818903;441413
818957;441413
818966;441413
819031;441413
822173;822173
825337;425518
212770;3571
821982;520535
822050;335874
496585;598265
688989;4489842
699347;186879
828343;441413
828345;441413
828348;441413
829135;441413
829204;441413
833362;653361
409486;441413
836857;441413
836862;10754434
837905;441413
836633;10754434
836841;441413
836854;441413
841787;703747
841836;655499
853893;755276
853991;10754434
860386;441413
860531;441413
860599;441413
860621;441413
861973;441413
861978;441413
861983;441413
861986;441413
861989;441413
861993;441413
861996;441413
860714;462027
874644;441413
875154;875143
872937;767019
878351;441413
878464;441413
881487;441413
881489;441413
881491;441413
881493;441413
881496;441413
879726;879726
881458;40305
881592;792041
881842;621692
886595;441413
886663;441413
886979;641087
886986;666058
889074;10754434
886086;717644
886960;886982
889007;341080
895769;441413
895771;441413
895775;441413
895765;441413
904386;148578
907552;441413
907556;441413
908491;441413
908499;441413
907554;603522
908206;610328
910069;928515
910081;598265
912376;441413
912378;441413
912971;441413
912990;441413
913004;441413
913116;10754434
918250;904470
920021;10754434
911749;833666
916253;873534
920193;619952
920301;881883
920324;66490
920332;816224
920371;873534
921658;441413
921852;441413
923720;1769
923743;431256
927478;782156
927730;10754434
923702;772725
927994;783461
929815;441413
929817;441413
929819;10754434
929826;441413
929829;441413
929831;441413
929875;431256
930244;441413
932975;10754434
929824;873534
932669;3571
932811;49587
934930;400640
940521;441413
940524;441413
940567;441413
940515;441413
942805;3141575
942551;441413
942610;1485344
938083;319506
945226;441413
947921;4489842
947946;260938
947964;889430
952080;441413
952084;441413
952087;441413
952089;441413
952092;845901
953772;10754434
958037;441413
958040;10754434
960351;10754434
961878;441413
961913;441413
961918;441413
962666;874981
951609;3571
952094;520535
954344;904510
962808;650404
977078;953917
969290;441413
969324;441413
969381;441413
969385;441413
969305;3571
969383;909906
969422;658145
969677;623
974034;383819
974192;744720
976231;455023
976411;3141575
977244;441413
977258;441413
977284;441413
977382;441413
977421;441413
976382;953967
977169;909906
981640;904510
981800;904510
981906;676449
982585;425518
982826;623
984294;441413
984296;10754434
984298;441413
984300;441413
984302;441413
984305;441413
984307;441413
984309;441413
984311;441413
984313;441413
985197;367381
985268;455023
985327;455006
985762;441413
987509;822136
987610;10754434
987739;904510
777853;441413
990059;441413
993425;441413
999278;782453
993456;441413
993495;441413
993516;441413
993549;441413
999391;10754434
1006045;441413
1007495;3141575
1007508;10754434
1013463;441413
1013519;441413
1013594;441413
1015650;953917
1015861;290703
1023640;507959
1021789;916039
1026488;441413
1026633;441413
1026656;441413
1028026;441413
1023134;441413
1025491;441413
1026658;783030
1027530;1463779
1027555;588101
1027700;1027724
1027703;1027724
1029302;978814
1036641;1036618
1035075;10754434
1035937;441413
1036847;441413
1036851;441413
1036853;441413
1036856;441413
1036858;441413
1036860;942683
1037919;486278
1037970;851057
1042038;10754434
1043797;873027
1047037;341080
1052006;441413
1052012;441413
1052087;3141575
1052969;441413
1052973;441413
1052978;10754434
1052983;441413
1054437;441413
1050118;341184
1054199;953917
1054521;760732
1065004;441413
1059752;10754434
1065041;10754434
1065046;10754434
1057418;730986
1066785;833666
1068361;441413
1068391;441413
1068724;441413
1068781;441413
1070228;441413
1070236;441413
1070238;441413
1070242;441413
1070250;441413
1070254;441413
1070256;441413
1070231;808352
1072654;688808
1072720;875037
1075213;441413
1077667;10754434
1078406;1769
1085649;10754434
1086684;441413
1087808;441413
1087831;455006
1088353;10754434
1085438;1006733
1087680;811666
1089894;10754434
1089922;441413
1089925;441413
1091605;3141575
1091534;885836
1089928;1118145
1095063;992671
1103853;3141575
1104119;10754434
1104310;397372
1107595;441413
1107619;441413
1108826;3141575
1108937;3141575
1108720;744720
1108805;976635
1108902;1094188
1106893;441413
1107624;10754434
1106876;441413
1108102;441413
1107925;441413
1107952;441413
1107984;441413
1114041;441413
1122196;441413
1114921;780656
1109051;1033165
1117113;969622
1117224;4489842
1109040;8471302
1126258;10754434
1126688;441413
1130375;441413
1130377;441413
1135784;441413
1136079;350611
1136080;1033160
1135736;1015214
1146851;455006
1146862;455023
1136589;10754434
1139708;441413
1139078;795412
1141116;999464
1141166;610328
1139724;441413
1139542;1769
1146947;441413
1147077;1769
1147086;1167103
1147468;441413
1147474;441413
1149843;1021077
1149904;1027724
1149945;1072740
1152536;1769
1156024;10754434
1156056;441413
1156059;441413
1156065;441413
1156069;10754434
1156071;441413
1156073;441413
1156077;441413
1169008;1050058
1164261;441413
1164299;441413
1164550;441413
1165607;441413
1165609;441413
1167120;441413
1167150;589874
1152472;1036542
1156018;1006733
1165247;808352
1167052;972060
1167190;1109040
1173183;441413
1215359;7819155
1164538;1006733
1117084;972060
1169928;1215359
1172119;308385
1210944;931636
1210720;1109040
1210919;1050068
1220590;1015214
1220391;1050141
1224725;441413
1229944;942683
1233224;441413
1222664;441413
1222684;441413
1222690;441413
1229965;795412
1233154;759632
1248033;934872
1248224;49587
1252408;441413
1252410;441413
1252414;441413
1252418;441413
1252420;441413
1252422;441413
1252424;441413
1252426;441413
1252429;441413
1252434;441413
1252436;942683
1252451;441413
1252481;441413
1252936;10754434
1253103;1099841
1253182;305061
1253467;441413
1261139;873534
1261162;441413
1261452;1769
1263206;755276
1263216;66490
1264996;441413
1265046;185285
1265111;185324
1269594;520535
1269645;441413
1269647;441413
1269680;904510
1272532;1769
1272546;603522
1272649;441413
1272655;441413
1276285;3571
1276317;462027
1276325;455006
1283244;498162
1283248;1091594
1283382;441413
1283960;441413
1294257;66490
1307033;1114364
1308614;953377
1311726;56484
1311760;1119440
1060418;1065029
1103931;4489842
1323505;1484593
1323576;1484486
1324003;1484593
1324005;1484486
1335241;1119134
1331205;1294314
1342061;1484618
1344119;1484593
1344121;1484593
1344126;1484593
1344128;1484593
1363568;1484593
1344113;1484593
1344115;1484593
1344174;431256
1347517;1484486
1347567;1484486
1347601;1484486
1347675;1484593
1349177;923782
1363446;1015214
1364036;520535
1384971;1484634
1324448;299099
1380973;1235476
1384944;969622
1385759;987416
1394789;1484593
1394814;1484593
1395728;1119134
1395609;1334333
1401293;1484593
1401363;1484593
1401404;1484593
1401493;1484593
1401495;1484593
1401499;1484593
1402907;1484486
1402916;1484486
1402922;1484486
1402931;1484486
1406782;610328
1406740;61550
1413180;1484593
1413182;1484486
1409911;1484486
1412206;1484486
1412667;1484486
1410139;1210830
1430402;1484486
1442531;1442531
1436003;1430207
1444545;1484486
1470639;1276469
1460008;1484486
1460036;1484486
1460057;1484486
1460074;1484486
1457256;1484593
1462986;1119134
1464084;122426
1464116;230188
1464457;66490
1470433;1484593
1470435;1484593
1470437;1484593
1477505;1485344
1477141;1390293
1477468;921862
1485344;1484593
1482272;1484486
1482318;1484593
1487536;1484593
1487538;1484593
1487540;1484593
1487542;1484593
1487544;1484593
1487546;1484593
1487548;1484593
1486730;571680
1496855;455006
1496892;1484634
1493262;1469734
1502229;1484593
1502261;1484593
1502265;1337609
1502267;1484593
1502269;1484593
1502271;1484593
1502275;1484593
1502277;1484593
1502280;1484593
1504669;1484486
1508233;1430203
1509123;269839
1509161;186884
1509517;1337531
1488613;1488613
1516729;1484486
1516764;1484486
1516853;1172099
1528353;1484593
1528357;1484486
1528369;1484486
1533295;1484593
1533394;923782
1533710;1162219
1536658;1484593
1542830;1419323
1542763;976712
1542937;1469122
1546183;981909
1548680;1484593
1548682;1484593
1548685;1484593
1548687;1484593
1548689;1484593
1556438;1484593
1547885;811666
1549668;191196
1553234;1486742
1556607;1349149
1556645;1091685
1565163;1484486
1565169;1484486
1577459;1419334
1577502;953377
1577578;1240871
1580680;1484486
1580707;1484593
1580735;1484655
1580749;1484655
1582160;1484593
1582164;1484593
1582166;1484593
1585997;367381
1586039;1060601
1577379;507959
1591185;1482221
1603508;1520317
1589701;1486742
1607865;1607865
1607842;1484593
1607845;1484486
1609742;1464440
1604767;1484593
1604772;1484593
1604792;1484593
1604794;1484593
1609701;1484618
1604765;1486742
1604861;1486742
1617530;1484486
1617575;1484486
1620912;3141575
1611451;1294228
1611625;1547852
1615411;1147099
1620945;1091685
1621097;1349149
1621132;623
1621166;1516614
1623712;1484486
1623727;1484593
1623735;1484593
1623739;1484593
1623741;1606091
1626352;1484486
1626400;1484486
1626432;1484486
1626448;1484593
1629869;1229932
1629976;1122228
1630048;1463085
1625532;1349241
1630494;1487778
1636980;209866
1637075;1517311
1637919;1487778
1641990;1499296
1642094;946155
1653500;1484593
1653502;1484593
1653813;1484655
1653875;1484655
1658871;352011
1659064;1499296
1664720;1484486
1664735;1484486
1671674;1484618
1673649;1484593
1681051;66490
1684207;1015669
1684319;1610585
1691085;1484486
1691099;1484486
1690528;1690528
1690737;260727
1693644;1536804
1696469;745475
1693506;1581410
1693564;1581327
1693774;1541801
1284482;2544413
1166978;4489842
1704631;1516551
1704650;1419340
1704779;1516551
1703545;1334333
1707499;1484593
1713868;1637409
1700604;1484486
1713673;1119134
1707490;1698724
1713614;1508669
1699534;1407114
1716718;1137477
1716979;1484593
1716982;1484593
1716991;1484593
1717632;1484486
1717640;1484486
1717648;1484486
1717485;3141575
1716733;676414
1713109;1482177
1719379;1539081
1719475;1636473
1723568;1398958
1732057;1732669
1723906;1484486
1733695;1484593
1726288;544757
1727048;1469122
1727100;1349241
1732058;1109040
1732116;1391445
1731635;1507188
1733697;1484593
1741288;1530110
1736354;1484593
1738661;1606091
1743690;1484593
1738686;1430240
1748946;1637963
1748943;1484593
1748904;1484593
1748907;1484593
1748913;1484593
1748915;1484593
1748918;1484486
1748922;1484486
1748924;1484593
1748926;1484593
1748930;1484593
1748937;1484593
1748939;1484593
1748941;1484593
1750861;1484486
1750144;1455106
1750160;341184
1751004;1536804
1761286;1104240
1747952;1548793
1766884;1484593
1766888;1484593
1766890;1484593
1766895;1484593
1769195;1591495
1774289;1484486
1776643;1517131
1776280;1484411
1776179;1536804
1771762;1291189
1787804;1419323
1779319;1484593
1780781;1349241
1782321;383819
1787849;1109040
1786914;1636534
1790781;1438356
1791515;1484486
1791521;1484593
1797890;3141575
1798113;3141575
1798127;3141575
1790072;1504296
1807392;30840
1807412;1419323
1807429;1699270
1809643;1549304
1799039;1484486
1807394;53002
1807389;755276
1816301;1667438
1791517;1484593
1791519;1484593
1791527;1484593
1813973;1419323
1817577;3141575
1817766;1834752
1812018;1679024
1813845;1118145
1812802;1832313
1820477;1536766
1821036;1484486
1821050;1484486
1821556;1484486
1824194;1484593
1824212;1484618
1824434;9971787
1832421;1484593
1834615;1690644
1813138;1484593
1813140;1484593
1813143;1484593
1813154;1484593
1813157;1484593
1813159;1484593
1813162;1484593
1834736;1719579
1832303;1109040
1832353;851057
1832378;1809784
1832392;1167081
1838757;1484593
1838759;1484593
1838763;1484593
1838765;1484593
1838535;383819
1860730;739841
1859636;1398221
1868542;1868603
1868590;1868603
1868926;1484593
1868928;1484593
1868933;1484593
1868935;1484486
1868942;1484593
1868949;1484593
1868952;1484593
1868954;1484593
1868250;1714010
1868256;102744
1874180;1620268
1874202;1613685
1870871;1870859
1860449;1826002
1874672;1564173
1874916;1623854
1877499;1484593
1877503;1484593
1877515;1484593
1877522;851057
1877525;1807363
1877531;1738692
1879677;1109040
1879794;1769349
1880084;1410162
1880134;1750376
1881463;1484486
1883300;1109040
1883430;1455000
1884676;1400805
1884717;1812138
1886379;1484593
1886381;1484593
1886383;1484593
1890016;1484486
1892229;1419323
1892305;1419323
1892356;3547991
1892128;156498
1892556;1894032
1900024;1728012
1903536;1807363
1904134;1807363
1904084;1824396
1908149;1484486
1908262;1484486
1908264;1484593
1908266;1484593
1908268;1484593
1908571;1482317
1912719;1727782
1913047;1807363
1912450;230188
1912773;1672583
1919121;1484486
1920842;1419323
1921177;1484593
1921179;1484486
1921182;1484593
1921184;1484593
1921187;1484593
1927568;1383326
1920942;66490
1920964;1167081
1924929;1726882
1926212;1104240
1937036;1484593
1937098;1484593
1926625;1482113
1941551;1600844
1942008;1712617
1942057;1726828
1942083;1726700
1942203;1798118
1939048;1824396
1943399;1750226
1945776;1484486
1946384;1517475
1950573;1832313
1950593;1690528
1950286;1798118
1949683;1653216
1945294;1763078
1946133;1577724
1951527;1659117
1954702;1731525
1957504;1484486
1960563;1960564
1965585;1419323
1960697;1988095
1925147;1663116
1971606;1625143
1972818;1482435
1973320;1747858
1969980;1484593
1973089;1727002
1969982;1484593
1969984;1908686
1973224;1269751
1973236;1269751
1980564;1484593
1980567;1484593
1980570;1484593
1980321;1484486
1980671;1698862
1983293;1220661
1983343;66490
1969973;1482435
1983370;1759496
1986428;1820992
1989880;1484486
1997005;57000
1997581;1484634
1988312;1291255
2002070;1419323
2002540;3547991
2005769;1484618
2002083;1820992
2002457;589874
2005681;1939036
2006038;1738712
1994492;1826958
2005118;1826958
1998286;1703787
2005994;1653216
2002117;1970010
2013975;1536691
2008023;1430240
2011125;1782261
2013303;1435566
2013423;822136
2015157;1625635
2014037;1746782
2014215;1826450
2014297;1810995
2014322;1835074
2014921;1825964
2014958;1826958
2013147;1527012
2024633;1235476
2024228;1484593
2024232;1484593
2024236;1484593
2024238;1484593
2023330;1824396
2024209;1892771
2024212;1484486
2024214;1484486
2024216;1484593
2024219;1484593
2024221;1484593
2024223;1749184
2024225;1484593
2024234;1484593
2020524;1509892
2020598;598106
2023484;987416
2023087;1908191
2023113;1859603
2023131;1880387
2023135;1867694
2023166;1908216
2023191;1950547
2026369;1809547
2030685;209866
2030768;972060
2030773;1988396
2030779;290703
2034206;1731525
2028749;1912304
2026941;1484486
2031043;3547991
2029963;1672585
2030040;1817287
2035375;1484655
2035962;1484593
2035964;1484593
2035967;1484593
2035972;1484593
2025865;1444563
2037570;1900212
2037936;879204
2039003;848268
2040881;1526796
2042707;1484593
2042711;1484593
2042714;1484593
2042717;1484593
2048302;1769349
2044561;2044304
2048484;1945084
2052275;1484593
2052297;1484593
2052307;1484593
2052309;1484593
2052270;1484593
2052272;1484593
2052277;1484593
2052292;1484486
2052294;1484486
2052300;1484593
2052302;1484593
2065257;1484593
2064536;2013234
2056390;1956135
2048002;1731525
2078098;1879892
2074015;1091594
2076067;2020564
2075606;1985934
2075679;2013234
2075782;1918823
2065311;1771720
2070397;1398221
2075889;1884639
2082840;1488613
2078271;1484593
2080269;1482317
2080283;1290235
2080342;1960714
2087657;1484593
2087666;1484593
2087668;1484593
2087676;1484593
2091022;1484486
2091197;1484486
2092386;3547991
2092691;1484593
2088916;1832430
2087670;1484593
2092330;1895186
2092431;1750326
2092624;4489842
2093076;655499
2053214;2053214
2080003;2078383
2094063;1835468
2092967;2544413
2094026;1689260
2088172;2086918
2099914;1484486
2102179;3547991
2103589;1484634
2103634;1807079
2103683;1746782
2095730;1813078
2102693;1603450
2108015;2108266
2109748;2078383
2109814;1484486
2109856;1484593
2120005;1835477
2115002;1484593
2115318;1484593
2115320;1484593
2115329;1484593
2123327;2099813
2115331;1484593
2115333;1484593
2115336;1484593
2119714;1484486
2123915;1484634
2123218;2070172
2124903;1484593
2126258;2002813
2126276;1499296
2129314;1235476
2130163;2087892
2130243;1482221
2117200;1873270
2123475;1577724
2130509;1391059
2118511;2086918
2136077;2002224
2136205;1504277
1683467;1530979
2145534;1826958
2131985;1954104
2133545;260938
2139622;1484486
2139666;1484486
2141957;1484593
2145089;2214826
2149615;1484593
2149617;1484593
2152494;1484486
2152515;1484486
2154133;1903450
2142067;1960707
2142155;1114258
2142189;1900181
2126444;1482113
2149621;1517395
2156036;1484593
2156038;1484593
2156054;1484593
2156056;1484593
2156062;1484593
2156072;1484593
2156075;1484593
2156085;1484593
2156087;1484593
2156089;1484593
2156091;1484593
2156095;1484593
2156097;1484593
2156099;1484593
2156105;1484593
2156059;1349149
2161697;1137355
2161844;934959
2161973;610328
2153097;1746782
2153149;1663057
2158956;1291189
2160319;1577724
2166250;1880234
2168074;1527012
2174989;1484486
2175161;1484486
2175265;1484486
2175279;1484486
2175608;188843
2178434;2129994
2186439;1484593
2186444;1484593
2186446;1484593
2186450;1484593
2186454;1484655
2186456;1484593
2189020;2383743
2153360;2119479
2173031;2174236
2173076;2174318
2173100;2174312
2178786;2108250
2184263;1988258
2188962;1484618
2188160;2037410
2187862;1872922
2188847;1732882
2199871;1484593
2199876;1484593
2199881;1484593
2199888;1484593
2201606;2070071
2201708;2111741
2201742;2075567
2201768;2070172
2201839;2069767
2201347;2074085
2214056;2073661
2214395;2073661
2201729;2097085
2202822;1689221
2214279;2383743
2211210;1294228
2214785;2100692
2214518;2523302
2211469;2208607
2217921;1484593
2217923;1484593
2217925;1484593
2217927;1484593
2222522;2237082
2225628;1484593
2226719;981909
2226748;1603452
2230799;1484593
2235762;1484486
2235764;1484486
2237225;1653211
2237322;1577724
2227107;1635378
2236507;1507188
2222221;2186109
2222226;2174236
2023478;1349149
2219541;1349149
2222578;230188
2222700;1294228
2227990;1050141
2239519;2193509
2240469;2174236
2243768;2099288
2248702;3547991
2251350;1888351
2247021;1119048
2250425;2059880
2255937;1210893
2244707;1653216
2256022;2111741
2256096;2159085
2259509;1484486
2259489;1484593
2259491;1484593
2259493;1484593
2259497;1484593
2259499;1484593
2259501;1484593
2259503;1484593
2259505;1484593
2259507;1484593
2259555;1484486
2261321;1419323
